Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI
Ermächtigung	28	4.68	2.00	27	4.81	2.91	29	3.93	3.02	12	1	19589	beruhen	V	34	99.6789958051579	unbestimmt	ADJ	24	99.2691044985363	aufheben	V	33	96.9192416510626	ambulant	ADJ	30	96.9007128471748	bereichsspezifisch	ADJ	14	96.6783322363259	vorsehen	V	34	96.2106250214807	pauschal	ADJ	28	95.1898432876273	Gebrauch	NN	204	936.935626790061	Zweck	NN	235	913.921007484789	landesgesetzlich	ADJ	13	91.9808091122458
Transparenz	22	6.41	1.53	23	4.00	2.24	15	5.40	3.74	11	4	162615	Farbe	NN	489	994.351366368346	steuerlich	ADJ	54	99.5700253593061	Controlling	NN	33	99.5067806985548	heißen	V	199	99.4986260503219	Reflexion	NN	44	99.4422015705934	Form	NN	224	99.1078688043757	erwarten	V	137	99.014895161666	größtmöglich	ADJ	1578	9829.98015864931	Staatswesen	NN	24	98.9429099223298	Plastizität	NN	23	98.8526841183234
Paprika	19	6.26	1.59	13	1.69	2.10	22	8.59	3.07	7	3	11423	süß	ADJ	31	99.7984635609122	Würfel	NN	22	98.5557144611073	Würfel	NE	15	97.9206319712646	Muskat	NN	15	94.6357364766137	abschmecken	V	125	924.508790616652	Bambussprosse	NN	11	91.152930439456	z.B.	NN	16	9.98020569773472	weiß	ADJ	10	9.6245249449535	Spinat	NN	16	89.3708092966543	Zwischenzeit	NN	22	88.9246923544739
Blumenstrauß	34	7.38	2.32	27	4.96	2.62	21	8.67	2.99	12	4	21516	Gutschein	NN	30	99.0674770713238	in	P	1079	98.3977193782394	Abschied	NN	29	98.0380622615069	Begrüßung	NN	25	97.2565305971783	Babykleidung	NN	14	95.4285014036473	riesig	ADJ	236	945.393794247564	Blumengruß	NN	13	93.89562888889	von	P	685	93.4306524977169	voll	P	40	92.021377026915	überreicht	ADJ	12	91.1788163120641
Küste	22	7.95	2.13	30	5.83	3.12	25	8.96	1.79	5	4	222291	Ligurische	ADJ	132	999.115939991107	Italien	NE	407	991.113575325872	herrlich	ADJ	396	990.96908749073	iberisch	ADJ	26	99.5022079990997	gelangen|gelingen	V	64	99.2545586477808	Iran	NE	62	98.4144948888433	attisch	ADJ	22	98.2063785539339	Portugal	NE	283	979.774768944601	nordöstlich	ADJ	220	977.898093224755	stranden	V	183	975.557612705914
Telefon	23	6.30	1.72	18	3.50	3.43	21	9.38	0.92	7	3	643504	Eichstätt	NN	215	998.296956354666	Nürnberg	NE	450	997.696857357485	Basel	NE	79	99.9860433302186	Cottbus	NE	62	99.8893551675656	Unternehmenskommunikation	NN	35	99.7600278824062	laut	ADJ	175	99.6881309882636	Bachem-Niedermeier	NE	12	99.6435995037585	Graz	NE	55	99.6107916005537	Mosbach	NE	33	99.3450917227645	Fernkommunikationsmittel	NN	21	99.2768138844095
Entscheidung	23	5.13	1.98	19	5.32	3.30	21	4.90	3.63	12	4	1610626	überlegt	ADJ	275	997.430514286413	weitreichend	ADJ	2464	9964.0017063756	einzeln	ADJ	2031	993.426861399721	Vertagung	NN	203	991.402987727573	Hochschulrat	NN	38	99.7666713098589	angezogen	ADJ	50	99.7034496647726	Rentenversicherungsträger	NN	40	99.6997616342986	beugen	V	103	99.5770939704009	zunächst	ADV	1063	99.5265908743495	Rechtssatz	NN	31	99.5076857561185
Betreuung	24	5.25	2.38	19	2.79	2.15	24	4.75	3.22	9	1	357467	qualitativ	ADJ	419	999.272719861038	telemedizinisch	ADJ	162	990.037267470243	bestehender	ADJ	23	99.9267008552231	allumfassend	ADJ	36	99.7133798537268	Aufgabenbereich	NN	43	99.6949053126077	aufsichtsbedürftig	ADJ	13	99.4648704352665	Facharbeit	NN	33	99.4261431689808	Messestand	NN	40	99.4244244876083	professionell	ADJ	2761	9869.23846618176	Studienpatient	NN	16	98.9084387758536
Offenbarung	23	5.26	2.36	26	5.04	2.96	24	3.29	2.54	11	1	74722	Berg	NN	57	99.985779712847	Befugnis	NN	29	99.7379192390276	bedeuten	V	83	99.3732848272309	Fülle	NN	41	98.1163048495578	schonungslos	ADJ	25	97.2171684310328	Weissagung	NN	20	96.6808309636942	Erfindung	NN	37	96.6097625075607	wunderbar	ADJ	62	96.3214183465097	neu	ADJ	1016	957.192844114804	wahr	ADJ	334	955.712276077747
Senkung	26	5.00	1.55	27	2.63	2.51	16	3.69	3.38	7	1	63377	Bohrung	NN	29	99.9829731937329	Acrylamidgehalt	NN	13	99.9361689113299	Klassengröße	NN	17	99.648906643411	Garantiezins	NN	127	985.662856022492	Treibhausgas	NN	177	980.010790673645	EZB-Leitzins	NN	12	98.9326110051663	Preisniveau	NN	23	98.700744825701	Frakturrisiko	NN	14	98.3375420257058	Sozialstandard	NN	18	98.2309519721683	erhöht	ADJ	272	978.614067675386
Haken	18	3.28	1.27	29	2.45	2.72	28	8.29	2.11	5	3	114893	setzen	V	2994	9955.9522549408	vorsichtig	ADJ	62	99.6640229115241	Ring	NN	58	99.63390920351	Messer	NN	43	99.2244712180776	beißen	V	42	99.0172491102466	vorhanden	ADJ	117	97.8697749129809	Angel	NN	31	97.314850478084	per	P	135	97.1445158243841	eingesprungen	ADJ	17	96.6421619254359	golden	ADJ	56	94.8214593245257
Besserung	31	6.32	2.63	26	3.69	2.99	23	4.74	2.78	9	1	147518	Betroffene	NN	78	99.9600571551152	gewiss	ADJ	127	99.7994471380432	schnellstmöglich	ADJ	38	99.6646911300207	aufgeben	V	66	98.4597969226336	beobachten	V	88	98.2938306431996	Süße	NN	33	98.2081185292386	weiterhin	ADV	2716	9796.30523214101	teilweise	ADJ	34	97.5755338186307	Blume	NN	55	97.5374775945252	Arbeitsmarkt	NN	51	97.1161435290161
Wissen	22	7.91	2.51	17	5.24	2.17	19	3.79	3.14	6	4	859211	frei	ADJ	1528	997.313926757296	sprachlich	ADJ	452	995.872295534525	beziehen	V	798	995.083738055621	Wissen	NN	798	994.733860215218	vermittelt	ADJ	1849	9933.49304601254	Grundlage	NN	855	991.126758733601	brauchbar	ADJ	102	99.9486907202403	handfest	ADJ	63	99.9127900828728	geologisch	ADJ	70	99.661320100811	anwachsend	ADJ	37	99.587484560438
Stempel	27	4.70	1.41	22	1.77	2.25	26	8.27	2.47	7	3	70221	passend	ADJ	75	99.8933492097209	zentrisch	ADJ	17	99.137508516436	Etikett|Etikette	NN	25	98.0333641094599	Libri	NE	18	97.7075996812986	Klimaneutrale	ADJ	13	97.693220052263	Ordnungskennzeichen	NN	11	97.4188904442183	erkennbar	ADJ	49	97.013120683464	sauber	ADJ	58	96.453554619302	persönlich	ADJ	453	952.654764182233	klimaneutral	ADJ	20	94.3557181309691
Anfang	21	6.43	2.04	26	4.88	3.12	21	5.43	2.86	6	4	2149472	immerhin	ADV	1125	991.691616028819	wehren	NE	18	99.695326385481	Großbuchstabe	NN	51	99.6083472378918	nicht	V	312	99.5483541802187	Wirtschaftskrise	NN	120	99.3838256390701	50er	NN	277	987.034833148968	Ware	V	107	98.9238337780919	unscheinbar	ADJ	96	98.7035787680239	Schulzeit	NN	106	98.6963843769716	tauchen	V	360	98.6201970809319
Signal	20	5.25	1.55	20	5.25	3.24	27	6.59	2.69	6	4	327111	Verarbeitung	NN	352	995.694220065032	übertragen	ADJ	261	990.737643907843	selbe	ADJ	136	99.8520135608618	verarbeitet	ADJ	39	99.8192862646224	verrauschen	V	21	99.7247285448543	ertönt	V	23	99.1584561588807	unterschiedlich	ADJ	884	988.892355252625	wertkontinuierlich	ADJ	12	98.9954858398201	wertdiskret	ADJ	12	98.6083554932015	bedenklich	ADJ	54	98.2916535832966
Stuhl	31	5.19	2.23	20	0.85	1.76	21	8.90	2.30	5	3	237065	erheben	V	390	992.417208344574	Terrasse	NN	59	99.8653428780364	mitnehmen	V	76	99.3809973731549	hell	NE	42	99.3384201734005	aufrichten	V	35	99.1748561460034	Jacke	NN	51	99.0496257824366	rutschen	V	287	981.576910893981	Entleerung	NN	25	98.7663935820278	Klassenzimmer	NN	38	98.7490229745305	komfortabel	ADJ	66	98.0042666353757
Eroberung	27	5.07	2.56	20	4.90	2.95	36	5.94	2.74	9	4	48288	portugiesisch	ADJ	28	99.7967891007971	Stützpunkt	NN	26	99.690820378926	schrittweise	ADJ	31	98.9563273213852	Alp	NN	32	98.9152936874591	Caesar	NE	24	98.3016326298863	sowjetisch	ADJ	34	97.9698234442264	Gebiet	NN	322	960.623232252497	osmanisch	ADJ	148	942.939531200093	Inka-Reich	NN	12	94.8324121698317	Expansion	NN	26	93.4045808140501
Verantwortung	32	6.41	1.85	26	5.35	2.88	22	4.36	2.90	13	4	646459	Mitgestaltung	NN	35	99.8503791369368	missionarisch	ADJ	44	99.5990627814534	Laie	NN	91	99.0884809939541	presserechtlich	ADJ	167	987.004168940729	differenziert	ADJ	75	98.7637600174682	mitwirken	V	73	98.3707285426591	Individualisierung	NN	41	97.7958522794044	fühlen	V	316	97.7788912228522	zusprechen	V	59	97.5363353819451	ethisch-moralisch	ADJ	26	97.3924132487716
Bewertung	28	4.21	1.91	16	5.25	3.13	20	2.95	2.33	9	1	453386	Validierung	NN	33	99.9650259297973	zugleich	ADV	166	99.9502843494428	Gewässergüte	NN	22	99.5524135102844	Benutzer	NN	103	99.2141418262392	Lehre	NN	107	99.1967684281153	redaktionell	ADJ	57	99.0154833937865	Asset	NN	30	99.0130183581888	Methode	NN	614	981.943873404231	ausführlich	ADJ	549	980.934411483134	Humankapital	NN	27	98.9915144656472
Gemisch	23	4.65	0.93	23	2.35	2.57	29	5.34	3.27	7	1	37093	fest	ADJ	69	99.9577059622546	Salpeter	NE	15	99.3785558806064	Diesel	NN	32	99.0835827095	Leerlauf	NN	23	98.5983359172141	Mehl	NN	28	97.8693861800802	Trennung	NN	40	97.2899812818986	krude	ADJ	20	97.1752428234746	Butan	NE	15	96.9004565146837	Argon	NE	17	96.881737690752	Standgas	NN	18	95.7595192592632
Vorbereitung	30	6.03	2.06	24	3.83	3.14	19	5.05	3.64	12	1	482514	Maßnahme	NN	720	994.515077361058	Gipfel	NN	78	99.3368390097312	allerletzt	ADJ	45	99.111883802267	verkorkst	ADJ	34	99.0486629320209	Reichsautobahn	NN	21	99.0385059873192	Fahrt	NN	181	98.4616585838534	Leitfaden	NN	54	98.4196058475685	zeitraubend	ADJ	36	98.4028589317347	OP	NN	69	98.3636447185203	Landung	NN	58	98.2456076424667
Zeitung	27	6.30	2.07	26	3.42	1.94	24	9.58	0.83	7	3	721598	preußisch	ADJ	381	995.464390480498	New	NE	704	994.516585087772	WAZ-Mediengruppe	NN	157	992.290408246476	zusammenstellen	V	108	99.7531187174684	bahnen	NN	43	99.4915761999078	Landauer	ADJ	25	99.3773951585848	Westberliner	ADJ	30	99.2385326536896	Neubrandenburger	ADJ	25	99.1433279103886	Wall	NE	63	99.0716524104441	regierungsnah	ADJ	169	989.773661255953
Kamm	18	5.67	1.75	26	0.92	1.38	15	9.33	2.06	4	3	39012	lassen	V	194	98.9645043687037	böhmisch	ADJ	23	98.0505361989863	Eggegebirge	NE	13	95.581480247359	benutzen	V	58	94.1807987100302	zeihen|ziehen	V	57	93.0654243288707	Gurgler	NN	10	90.331760934397	voll	P	15	9.93872683722617	herstellen	V	15	9.64720311856454	sauber	ADJ	13	9.60507121362768	gelegentlich	ADJ	10	9.49404944828811
Ertrag	31	6.58	2.47	32	3.69	2.84	16	6.19	2.83	6	4	120360	finanziell	ADJ	420	998.221038256526	risikoadjustiert	ADJ	15	99.8770028884731	zugeflossen	ADJ	17	99.8487434545901	Resistenz	NN	30	99.7737187578003	geplant	ADJ	82	99.341346398031	mengenmäßig	ADJ	23	99.3397347051177	können	V	2274	99.2007968284344	Rebe	NN	29	99.1763746740439	Anlage	NN	420	988.934858008392	steigend	ADJ	326	988.015559983571
Neuerung	28	5.89	2.38	26	4.85	2.57	16	2.69	2.63	8	1	140279	gehören	V	670	992.025285907441	durchaus	ADV	146	99.8360795019772	Technik	NN	110	99.8239972065037	ketzerisch	ADJ	23	99.0731320341331	vielfältig	ADJ	89	98.4104976619624	zahlreicher	ADJ	46	97.6830555495966	Neuerung	NN	48	97.1835367171759	durch	P	1715	966.385725042345	ständig	ADJ	476	962.421873418234	bereit	ADJ	97	96.6802557477563
Verschluss	22	4.59	2.02	28	2.89	2.60	23	7.48	1.68	10	3	48606	müssen	V	361	99.2377362933071	Oberschenkelarterie	NN	11	98.5482354428264	Kieferspalt	NE	10	96.9266949379688	Mageneingang	NN	13	96.8536804986152	Lippenspalt	NN	12	96.4543557159951	angeboren	ADJ	26	96.1810607829088	endgültig	ADJ	51	95.9876560696198	Luftröhre	NN	18	95.5631129602622	gespannt	ADJ	42	94.9633917436595	einrasten	V	18	93.8725363147904
Creme	33	6.61	2.45	27	1.89	2.36	19	9.05	1.90	5	3	30836	(phpbbemo)	ADJ	44	99.4404872736697	verwenden	V	321	983.312496101299	aufbrauchen	V	23	97.5002436667948	Neurodermitis	NE	21	97.2942247952958	aufschlagen	V	25	96.810746673639	einrühren	V	18	96.4312890128512	antibiotisch	ADJ	18	96.2480737642928	straffend	ADJ	14	95.1633053261048	wasserfest	ADJ	19	94.9255641894604	können	V	610	94.7905073962187
Verzerrung	22	3.45	2.18	28	4.57	3.19	24	3.96	2.79	10	2	27619	Kompression	NN	21	99.2043485441671	unterliegen	V	37	98.4097156482615	Fehler	NN	57	97.7015801876725	Einseitigkeit	NN	18	97.3607048907298	Oberwelle	NN	14	93.4560541167218	Binnenmarkt	NN	20	92.7297599452005	Übersteigerung	NN	13	92.345698284135	Realität	NN	226	917.149089353675	Falschdarstellung	NN	13	91.8558778540265	Raum-Zeit	NN	13	91.7777369655813
Intention	27	6.59	1.95	23	3.17	2.67	17	2.71	2.78	9	1	59576	unterstützen	V	82	99.4826344724982	Gesetzentwurf	NN	31	99.4340953011304	folgend	ADJ	93	99.3568303925473	Akteur	NN	42	98.4850126092776	Papst	NN	42	97.661483127807	religiös	ADJ	52	97.2371154354068	keineswegs	ADV	45	97.1456176272325	nämlich	ADV	90	96.3415990512789	ästhetisch	ADJ	37	96.2212096803272	vielmehr	ADV	52	94.0224182493397
Einigung	27	7.07	2.22	26	3.85	2.63	30	4.77	2.87	8	4	85240	kommen	V	4347	9943.50972500135	zunächst	ADV	122	99.1312713268536	erzwingen	V	32	98.5797421197284	Gericht	NN	77	98.3332949396391	dinglich	ADJ	154	960.724730726259	EU	NE	64	96.0927332641996	rasch	ADJ	286	943.391891867613	Chance	NN	101	94.6713104805448	Streitpartei	NN	16	93.9795679576122	beitragen	V	56	93.6885015772334
Flexibilität	30	6.30	2.28	24	4.25	2.35	16	6.25	2.72	12	4	135930	Spontaneität	NN	165	997.172411071748	Serverinfrastruktur	NN	14	99.9215744729631	strukturell	ADJ	48	99.5817299909154	Formbarkeit	NN	16	99.3126919856736	Energieeffizienz	NN	37	98.9048083562604	Nutzerfreundlichkeit	NN	19	98.0412135501582	Leistungsbereitschaft	NN	169	976.459956921437	Verfügbarkeit	NN	244	973.307952449897	Lösung	NN	129	96.7646684979356	Hilfsbereitschaft	NN	28	96.6685880224996
Kabine	25	4.84	0.94	20	3.05	2.48	26	7.77	2.41	6	3	98963	abschließbar	ADJ	18	99.8190336048269	panisch	ADJ	30	98.6009715729401	Ladefläche	NN	24	98.2220960504193	öffnen	V	84	98.1319411155662	komplett	ADJ	121	97.8773961541414	beheizbar	ADJ	22	97.5569596726684	innerhalb	P	117	96.2570447320502	erzielen	V	73	96.2066524896548	schließen	V	96	96.1378755977059	schalldicht	ADJ	124	957.391768371631
Innovation	36	6.58	2.25	23	5.57	2.64	30	4.63	3.26	10	4	232871	Veränderung	NN	493	992.799407643687	Präsentation	NN	77	99.8777007827375	ausrichten	V	77	99.8245988541835	FuE	NN	20	99.8106446056807	global	NE	38	99.780300982523	umwelttechnisch	ADJ	21	99.6810536386946	verwirklichen	V	61	99.6676598522251	Business	NN	34	99.6088101717691	zwischen	P	565	99.3148759395587	Perspektive	NN	101	99.3123899700907
Idiot	26	2.65	2.43	20	7.15	1.98	23	6.39	2.78	5	2	72495	nützlich	ADJ	1756	9908.3103724603	fanatisch	ADJ	26	99.0616089750939	korrupt	ADJ	28	97.7949719662263	voll	ADJ	114	97.6330674077886	braun	ADJ	42	97.4622836085618	Lügner	NN	23	97.0708324637425	dumm	ADJ	274	955.042155557111	Idiot	NN	186	950.829215932401	weltfremd	ADJ	21	95.0230993285618	wählen	V	79	94.7770173074765
Schaf	26	6.23	2.16	15	2.60	2.61	22	9.55	1.14	5	3	155467	Hirt	NN	144	991.128814260019	Züchter	NN	49	99.9565206191253	Laufente	NN	18	99.9202535118189	Schafspelz	NN	20	99.2765290818497	samt	P	59	99.1733600809367	versorgen	V	71	98.8590381775952	schlafend	ADJ	33	98.8443793874889	Vogel	NN	67	97.9513459949138	beschützen	V	35	97.5920397064521	trotten	V	23	97.3276518213458
Stationierung	30	3.43	2.22	25	3.04	2.46	21	4.86	3.32	13	1	8431	UNO-Friedenstruppe	NN	10	99.8236902877017	libanesisch	ADJ	17	96.2368677033343	britisch	ADJ	29	91.5454226723352	dienen	V	10	9.98919543186811	Ende	NN	19	9.15828356491955	Möglichkeit	NN	16	9.08984969838453	frei	ADJ	49	84.3551557790092	NATO-Doppelbeschluss	NN	10	84.3480652005416	Militäreinheit	NN	11	81.29539285373	europäisch	ADJ	12	8.9885914376429
Schiff	22	6.55	1.50	25	3.04	2.95	27	8.67	2.70	6	3	681269	Ankunft	NN	410	998.301083255298	amerikanisch	ADJ	700	993.996589776452	Passieren	V	31	99.971024760782	Versenken	V	15	99.9612322807229	transportiert	V	31	99.7312791139286	stabilisieren	V	65	99.5712748678725	Sensor	NN	84	99.5316029126604	nahe	ADJ	139	99.5236452643341	kenternd	ADJ	15	99.322838064441	Name	NN	1199	989.521859085286
Einzug	24	5.67	2.39	24	3.88	3.04	19	5.26	3.05	6	1	142141	Pokalfinale	NN	163	984.00883341056	Vermieter	NN	54	98.1711830872801	Rechnungsbetrag	NN	27	97.9943149340072	glorreich	ADJ	30	97.0425100598889	Demokratie	NN	74	97.0022616660496	modern	ADJ	515	967.83678544902	sicher	ADJ	205	96.9737102197769	Element	NN	92	96.8327243691406	geplant	ADJ	89	96.5934192125929	Evangelium	NN	44	95.5139692534677
Bedrohung	20	2.55	2.95	25	7.28	2.49	28	4.68	2.67	9	2	155018	Art	NN	705	995.031360500239	weltweit	ADJ	484	993.68906347669	auseinandersetzen	V	54	99.5137244245566	vorhanden	ADJ	157	99.336598666605	auftretend	ADJ	50	99.2285024603257	neutralisieren	V	30	99.0314546626508	kollektiv	ADJ	49	98.1317639473965	HIV	NE	38	97.0836846465929	amerikanisch	ADJ	105	97.040605033645	offensichtlich	ADJ	98	96.6739872630149
Modell	17	5.06	2.14	23	2.52	2.39	21	5.76	2.55	6	1	1186065	Facelift	NN	252	993.033371271337	konkret	ADJ	1035	990.039145893259	Prestige	NN	51	99.6634361685366	ergeben	V	464	99.5512237366074	Motorola	NE	59	99.4655018985683	Auslieferung	NN	77	99.3715513884569	beachtet	ADJ	57	99.2200909896713	mathematisch-statistisch	ADJ	25	99.1625602279275	viertürig	ADJ	30	99.1477547118877	zeichnen	V	728	983.286502478267
Latte	20	5.30	1.38	23	2.26	2.58	16	7.81	2.59	5	3	65175	Kopf	NN	84	99.3444050570596	zurück	ADV	72	99.2691731265038	Feld	NN	64	98.4134723234062	&quot;	P	169	97.8190450884068	Milchschaum	NN	17	96.9712482509697	retten	V	268	949.488477479685	anschrauben	V	20	94.5690760052	Kaffee	NN	263	938.905408137014	Schuss	NN	38	91.779907535824	Coffee	NE	19	91.1917020729667
Gabel	27	5.81	1.69	22	1.14	1.98	24	9.54	0.78	5	3	50448	Licher	ADJ	16	99.9105958939331	etwas	ADV	144	99.8255093336646	grob	ADJ	48	99.7908988722736	Dämpfer	NN	171	981.111429950069	Feder|Federn	NN	31	98.3534402355898	verspeisen	V	23	98.0412680720363	Sattel	NN	31	96.8550749236334	durchgesteckt	V	14	96.3276399646568	klemmen	V	25	96.3081412845929	Dämpfung	NN	23	96.194686323125
Bilanz	27	4.81	1.82	19	3.26	2.23	15	5.07	3.39	6	1	180204	weisen	V	428	994.579524123887	Regierungszeit	NN	29	99.1788021287156	Vorrunde	NN	39	98.1348686453391	global	ADJ	83	97.9048388689744	Bundesanzeiger	NN	23	97.3796648952669	überzeugend	ADJ	62	97.3707360046125	ausgleichen	V	284	962.653857196568	Tagung	NN	56	96.8180296654021	Geschäftsbuch	NN	16	96.6526897652225	&quot;	NN	933	96.6412861791934
Sonde	26	3.35	2.26	16	2.38	2.31	20	6.45	2.87	5	1	41400	durch	P	871	992.375354025639	Kat	NE	23	99.7101389431728	Mission	NN	40	99.2254649410235	Dawn	NE	22	99.1616666410389	verstopfen	V	23	98.6483161161944	Clementine	NE	16	98.2414054818295	wiegen|wägen	V	21	98.1231981263019	losschicken	V	20	97.4469079693292	DNA	NE	26	96.9856177820353	Triebwerk	NN	25	96.709068242077
Akt	26	5.73	2.16	37	6.11	2.71	16	6.75	2.14	3	4	109258	Gnade	NN	247	994.189982283771	Schauen	NN	16	99.4112187360807	militärisch	ADJ	63	99.3710713112258	festlich	ADJ	228	985.404749038394	Widerstand	NN	315	983.15444676559	Höflichkeit	NN	182	981.920951946685	lehramtlich	ADJ	16	98.563937781364	&quot;	ADJ	702	972.998792594852	weiblich	ADJ	318	971.144144881343	personal	ADJ	26	97.2294619877383
Wahnsinn	29	3.79	2.91	18	6.94	2.67	34	4.03	2.75	8	2	137355	Krankheit	NN	84	99.1233516900294	&quot;	NN	1216	989.263789779546	echt	ADJ	2957	9884.02640048874	natürlich	ADV	254	98.5910772758303	hingeben	V	32	97.6080325668879	fangen	V	79	97.5416348835128	Opfer	NN	81	97.0208619860002	echt	V	13	96.1057776040984	kollektiv	ADJ	239	958.476701357544	organisiert	ADJ	48	94.483250259878
Rezept	15	5.87	1.92	17	2.76	2.44	18	6.56	2.48	6	3	268346	kaufen	V	686	999.334892696867	altbewährt	ADJ	201	998.240530014598	marokkanisch	ADJ	34	99.8446010364682	exquisit	ADJ	34	99.7038173244731	alchimistisch	ADJ	20	99.6415350106694	berühmt	ADJ	111	99.4219833725612	nachstehend	ADJ	39	99.3906040459219	Patient	NN	179	99.3148390428721	schwedisch	ADJ	64	99.1763406001165	zurückgreifen	V	62	98.6707083603891
Zwilling	28	5.46	1.67	22	2.77	2.11	27	8.56	2.36	8	3	61752	Trennung	NN	45	99.5852373478217	zwölfjährig	ADJ	22	99.5828382749598	stehen	V	272	98.0681100842235	Aszendent	NE	13	95.9549661650697	Josh	NE	23	95.4392545305163	Julia	NE	37	95.152758213763	Fuhrmann	NN	16	94.4098525659952	Mädchen	NN	66	94.1672483562573	tot	ADJ	53	93.2486277984844	lieben	V	56	92.609129546723
Richtigkeit	27	7.15	2.18	19	3.95	2.12	22	4.41	3.61	11	4	78557	formal	ADJ	241	998.963492390808	Antwort	NN	82	99.3304329917875	hinsichtlich	P	292	987.579483629891	untersuchen	V	62	97.7443059056274	jederzeitig	ADJ	19	97.3110132266025	wiedergegeben	ADJ	22	97.1281497523342	Falschheit	NN	137	967.387025110031	Buchführung	NN	25	96.9982604450972	Betroffene	NN	59	96.9225360975571	Preisangabe	NN	22	96.0383421010235
Taxi	25	5.88	1.69	26	2.38	2.79	17	9.24	2.19	4	3	110076	dürfen	V	262	98.8194306429946	Festpreis	NN	25	98.1586005620437	zu	P	1847	977.397956806795	Water	ADJ	13	97.5987144929064	Ordnungsnummer	NN	16	97.4159313218015	entsteigen	V	21	97.3339386596227	hinbringen	V	22	97.1550729489286	für	P	3353	969.555790842058	vorbeifahren	V	26	96.8375975556604	registriert	ADJ	43	96.5502705897632
Therapeut	38	4.47	2.58	24	4.04	2.88	22	7.59	2.30	9	3	107075	Eltern	NN	462	996.314010702287	vorbehalten	V	38	98.722918583167	verantwortungsvoll	ADJ	37	97.5042380160309	Familientherapeut	NN	17	97.0781027402199	Hilfestellung	NN	39	97.0494831010563	hinzuziehen	V	26	96.7604317768505	erhalten	V	188	96.6661231606	helfen	V	493	953.040838382429	sagen	V	805	951.618349738773	befragen	V	42	95.9944120990299
Regung	25	6.60	2.02	30	4.60	2.79	22	4.45	2.44	6	4	14536	überhaupt	ADV	57	98.1889099394879	sentimental	ADJ	18	98.1415974320123	spüren	V	33	97.7139327513686	jedwede	ADJ	19	97.4599464895913	nachgeben	V	20	96.6830505716706	zärtlich	ADJ	21	96.4050342851314	triebhaft	ADJ	13	93.3050896627097	verborgen	ADJ	21	91.5177424403662	national	ADJ	38	91.2523087711299	sozial	ADJ	17	9.99867750314087
Evangelium	38	4.79	2.55	27	3.04	2.78	21	6.52	2.87	10	1	119924	übereinstimmen	V	33	99.5056148154962	richten	V	85	99.3510873539809	Diener	NN	216	989.980212920141	Reichtum	NN	44	98.0907026572214	Christus	NE	328	972.019496509016	Rede	NN	68	97.9824484192646	gehören|hören	V	288	962.633094077994	sonntäglich	ADJ	25	96.3222023955169	nachlesen	V	44	96.0191561027296	Darstellung	NN	73	95.8107242219108
Elektronik	14	5.14	2.11	25	3.00	2.66	17	6.18	2.88	10	1	102432	lahmlegen	V	24	99.6545960032908	interessieren	V	74	99.155038752783	Naim	NE	18	99.0848581401274	Audio	NN	36	98.9481117153664	Pharmazie	NN	24	98.6597833580673	Fischer	NE	52	98.635694222296	Computertechnologie	NN	19	98.542241542892	Vertrieb	NN	44	98.5342841052312	Fernsteuerung	NN	24	98.3759954552738	Reichelt	NE	158	978.613831439908
Absicht	24	4.92	1.38	24	4.25	2.83	26	4.35	2.73	7	1	294254	angreifen	V	77	99.5564592155365	Fahrlässigkeit	NN	39	99.4824907568717	verfolgen	V	2545	9882.45381209395	werten	V	66	98.9877746388163	realisieren	V	90	98.7357808173435	heimlich	ADJ	65	98.3750833095772	edel	ADJ	334	976.168008114741	CDU	NE	107	97.9704567104782	abwertend	ADJ	33	97.4036386570227	begrüßenswert	ADJ	28	97.3734377198768
Künstler	19	6.95	2.32	26	4.96	2.54	28	6.68	2.96	8	4	690491	Dresdner	ADJ	367	993.956126371228	widmen	V	516	992.355392046607	geraten	ADJ	62	99.989726321991	Adelige	NN	38	99.9839644057074	beispielsweise	ADV	392	99.9714971201215	Claes	NE	24	99.9425247871487	Ost	NN	94	99.907590661814	Malweise	NN	26	99.8878141181683	Moskauer	ADJ	49	99.7834549823769	regierungskritisch	ADJ	26	99.6810535852154
